Bot Name,Bot Nickname,Bot Difficulty,Bot Level,Assignment Status,Quest Name,Objective Name,Step Number,Start Time,End Time
Bot79,"ThatGuyXIV",normal,10,Active,"The Huntsman Path - Secured Perimeter","Zone huntsman_013","1","17:02:03","N/A",
Bot78,"红衣抚琴染绛天涯",normal,11,Active,"Postman Pat - Part 1","Item Sealed letter","1","17:02:03","N/A",
